,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,80.0,3.0,0.0,0.0,56.0,4.0,47.0,3.0,69.0,4.0,53.0,1.0,73.0,2.0,43.0,3.0,24.0,1.0,79.0,3.0,0.0,0.0,5.0
1,80.0,3.0,0.0,0.0,56.0,4.0,47.0,3.0,69.0,4.0,53.0,1.0,73.0,2.0,43.0,3.0,24.0,1.0,79.0,3.0,0.0,0.0,5.0
2,80.0,3.0,110.0,1.0,56.0,4.0,47.0,3.0,69.0,4.0,53.0,1.0,73.0,2.0,43.0,3.0,24.0,1.0,79.0,3.0,0.0,0.0,4.0
3,80.0,3.0,110.0,1.0,56.0,4.0,47.0,3.0,69.0,4.0,53.0,1.0,73.0,2.0,43.0,3.0,145.0,2.0,79.0,3.0,0.0,0.0,5.0
4,80.0,3.0,110.0,1.0,56.0,4.0,47.0,3.0,69.0,4.0,53.0,1.0,73.0,2.0,139.0,3.0,145.0,2.0,79.0,3.0,0.0,1.0,4.0
5,80.0,3.0,110.0,1.0,56.0,4.0,168.0,2.0,69.0,4.0,53.0,1.0,73.0,2.0,139.0,3.0,145.0,2.0,79.0,3.0,0.0,1.0,0.0
6,80.0,3.0,110.0,1.0,56.0,4.0,168.0,2.0,69.0,4.0,163.0,1.0,73.0,2.0,139.0,3.0,145.0,2.0,79.0,3.0,0.0,1.0,5.0
7,80.0,3.0,110.0,1.0,158.0,4.0,168.0,2.0,69.0,4.0,163.0,1.0,73.0,2.0,139.0,3.0,145.0,2.0,79.0,3.0,0.0,2.0,4.0
8,80.0,3.0,110.0,1.0,158.0,4.0,168.0,2.0,190.0,2.0,163.0,1.0,73.0,2.0,139.0,3.0,145.0,2.0,79.0,3.0,0.0,2.0,5.0
9,80.0,3.0,110.0,1.0,158.0,4.0,168.0,2.0,190.0,2.0,163.0,1.0,179.0,3.0,139.0,3.0,145.0,2.0,79.0,3.0,0.012048192771084338,2.0,1.0
10,80.0,3.0,110.0,1.0,158.0,4.0,168.0,2.0,190.0,2.0,163.0,1.0,179.0,3.0,139.0,3.0,145.0,2.0,200.0,4.0,0.012048192771084338,2.0,5.0
11,176.0,3.0,110.0,1.0,158.0,4.0,168.0,2.0,190.0,2.0,163.0,1.0,179.0,3.0,139.0,3.0,145.0,2.0,200.0,4.0,0.024096385542168676,5.0,4.0
12,176.0,3.0,225.0,3.0,158.0,4.0,168.0,2.0,190.0,2.0,163.0,1.0,179.0,3.0,139.0,3.0,145.0,2.0,200.0,4.0,0.03614457831325301,6.0,4.0
13,176.0,3.0,225.0,3.0,158.0,4.0,168.0,2.0,190.0,2.0,163.0,1.0,179.0,3.0,235.0,3.0,145.0,2.0,200.0,4.0,0.04819277108433735,6.0,4.0
14,176.0,3.0,225.0,3.0,158.0,4.0,168.0,2.0,190.0,2.0,163.0,1.0,179.0,3.0,235.0,3.0,251.0,3.0,200.0,4.0,0.060240963855421686,7.0,5.0
15,176.0,3.0,225.0,3.0,260.0,4.0,168.0,2.0,190.0,2.0,163.0,1.0,179.0,3.0,235.0,3.0,251.0,3.0,200.0,4.0,0.07228915662650602,7.0,2.0
16,176.0,3.0,225.0,3.0,260.0,4.0,168.0,2.0,190.0,2.0,289.0,5.0,179.0,3.0,235.0,3.0,251.0,3.0,200.0,4.0,0.08433734939759036,7.0,0.0
17,176.0,3.0,225.0,3.0,260.0,4.0,297.0,1.0,190.0,2.0,289.0,5.0,179.0,3.0,235.0,3.0,251.0,3.0,200.0,4.0,0.0963855421686747,7.0,4.0
18,272.0,3.0,225.0,3.0,260.0,4.0,297.0,1.0,190.0,2.0,289.0,5.0,179.0,3.0,235.0,3.0,251.0,3.0,200.0,4.0,0.10843373493975904,7.0,4.0
19,272.0,3.0,225.0,3.0,260.0,4.0,297.0,1.0,190.0,2.0,289.0,5.0,302.0,1.0,235.0,3.0,251.0,3.0,200.0,4.0,0.12048192771084337,9.0,4.0
20,272.0,3.0,225.0,3.0,260.0,4.0,297.0,1.0,319.0,1.0,289.0,5.0,302.0,1.0,235.0,3.0,251.0,3.0,200.0,4.0,0.13253012048192772,10.0,1.0
21,272.0,3.0,225.0,3.0,260.0,4.0,297.0,1.0,319.0,1.0,289.0,5.0,302.0,1.0,235.0,3.0,251.0,3.0,302.0,4.0,0.14457831325301204,11.0,4.0
22,272.0,3.0,321.0,3.0,260.0,4.0,297.0,1.0,319.0,1.0,289.0,5.0,302.0,1.0,235.0,3.0,251.0,3.0,302.0,4.0,0.1566265060240964,11.0,4.0
23,272.0,3.0,321.0,3.0,260.0,4.0,297.0,1.0,319.0,1.0,289.0,5.0,302.0,1.0,358.0,1.0,251.0,3.0,302.0,4.0,0.1686746987951807,12.0,4.0
24,272.0,3.0,321.0,3.0,260.0,4.0,297.0,1.0,319.0,1.0,289.0,5.0,302.0,1.0,358.0,1.0,374.0,1.0,302.0,4.0,0.18072289156626506,12.0,5.0
25,272.0,3.0,321.0,3.0,362.0,4.0,297.0,1.0,319.0,1.0,289.0,5.0,302.0,1.0,358.0,1.0,374.0,1.0,302.0,4.0,0.1927710843373494,13.0,1.0
26,393.0,2.0,321.0,3.0,362.0,4.0,297.0,1.0,319.0,1.0,289.0,5.0,302.0,1.0,358.0,1.0,374.0,1.0,302.0,4.0,0.20481927710843373,13.0,2.0
27,393.0,2.0,321.0,3.0,362.0,4.0,297.0,1.0,319.0,1.0,399.0,5.0,302.0,1.0,358.0,1.0,374.0,1.0,302.0,4.0,0.21686746987951808,14.0,0.0
28,393.0,2.0,321.0,3.0,362.0,4.0,407.0,1.0,319.0,1.0,399.0,5.0,302.0,1.0,358.0,1.0,374.0,1.0,302.0,4.0,0.2289156626506024,14.0,4.0
29,393.0,2.0,321.0,3.0,362.0,4.0,407.0,1.0,319.0,1.0,399.0,5.0,412.0,1.0,358.0,1.0,374.0,1.0,302.0,4.0,0.24096385542168675,14.0,4.0
30,393.0,2.0,321.0,3.0,362.0,4.0,407.0,1.0,319.0,1.0,399.0,5.0,412.0,1.0,358.0,1.0,374.0,1.0,404.0,4.0,0.25301204819277107,14.0,4.0
31,393.0,2.0,321.0,3.0,362.0,4.0,407.0,1.0,429.0,1.0,399.0,5.0,412.0,1.0,358.0,1.0,374.0,1.0,404.0,4.0,0.26506024096385544,14.0,5.0
32,393.0,2.0,442.0,4.0,362.0,4.0,407.0,1.0,429.0,1.0,399.0,5.0,412.0,1.0,358.0,1.0,374.0,1.0,404.0,4.0,0.27710843373493976,15.0,4.0
33,393.0,2.0,442.0,4.0,362.0,4.0,407.0,1.0,429.0,1.0,399.0,5.0,412.0,1.0,479.0,2.0,374.0,1.0,404.0,4.0,0.2891566265060241,15.0,4.0
34,393.0,2.0,442.0,4.0,464.0,4.0,407.0,1.0,429.0,1.0,399.0,5.0,412.0,1.0,479.0,2.0,374.0,1.0,404.0,4.0,0.30120481927710846,15.0,4.0
35,393.0,2.0,442.0,4.0,464.0,4.0,407.0,1.0,429.0,1.0,399.0,5.0,412.0,1.0,479.0,2.0,486.0,4.0,404.0,4.0,0.3132530120481928,17.0,0.0
36,514.0,4.0,442.0,4.0,464.0,4.0,407.0,1.0,429.0,1.0,399.0,5.0,412.0,1.0,479.0,2.0,486.0,4.0,404.0,4.0,0.3253012048192771,17.0,0.0
37,514.0,4.0,442.0,4.0,464.0,4.0,407.0,1.0,429.0,1.0,509.0,5.0,412.0,1.0,479.0,2.0,486.0,4.0,404.0,4.0,0.3373493975903614,17.0,0.0
38,514.0,4.0,442.0,4.0,464.0,4.0,407.0,1.0,429.0,1.0,509.0,5.0,412.0,1.0,479.0,2.0,486.0,4.0,506.0,4.0,0.3493975903614458,17.0,0.0
39,514.0,4.0,442.0,4.0,464.0,4.0,517.0,1.0,429.0,1.0,509.0,5.0,412.0,1.0,479.0,2.0,486.0,4.0,506.0,4.0,0.3614457831325301,17.0,0.0
40,514.0,4.0,442.0,4.0,464.0,4.0,517.0,1.0,429.0,1.0,509.0,5.0,522.0,1.0,479.0,2.0,486.0,4.0,506.0,4.0,0.37349397590361444,18.0,4.0
41,514.0,4.0,442.0,4.0,464.0,4.0,517.0,1.0,539.0,1.0,509.0,5.0,522.0,1.0,479.0,2.0,486.0,4.0,506.0,4.0,0.3855421686746988,18.0,0.0
42,514.0,4.0,568.0,5.0,464.0,4.0,517.0,1.0,539.0,1.0,509.0,5.0,522.0,1.0,479.0,2.0,486.0,4.0,506.0,4.0,0.39759036144578314,19.0,4.0
43,514.0,4.0,568.0,5.0,566.0,4.0,517.0,1.0,539.0,1.0,509.0,5.0,522.0,1.0,479.0,2.0,486.0,4.0,506.0,4.0,0.40963855421686746,19.0,4.0
44,514.0,4.0,568.0,5.0,566.0,4.0,517.0,1.0,539.0,1.0,509.0,5.0,522.0,1.0,608.0,5.0,486.0,4.0,506.0,4.0,0.42168674698795183,19.0,0.0
45,514.0,4.0,568.0,5.0,566.0,4.0,517.0,1.0,539.0,1.0,509.0,5.0,522.0,1.0,608.0,5.0,612.0,5.0,506.0,4.0,0.43373493975903615,21.0,0.0
46,514.0,4.0,568.0,5.0,566.0,4.0,517.0,1.0,539.0,1.0,509.0,5.0,522.0,1.0,608.0,5.0,612.0,5.0,608.0,4.0,0.4457831325301205,21.0,0.0
47,514.0,4.0,568.0,5.0,566.0,4.0,517.0,1.0,539.0,1.0,619.0,5.0,522.0,1.0,608.0,5.0,612.0,5.0,608.0,4.0,0.4578313253012048,21.0,5.0
48,616.0,4.0,568.0,5.0,566.0,4.0,517.0,1.0,539.0,1.0,619.0,5.0,522.0,1.0,608.0,5.0,612.0,5.0,608.0,4.0,0.46987951807228917,21.0,0.0
49,616.0,4.0,568.0,5.0,566.0,4.0,638.0,2.0,539.0,1.0,619.0,5.0,522.0,1.0,608.0,5.0,612.0,5.0,608.0,4.0,0.4819277108433735,21.0,0.0
50,616.0,4.0,568.0,5.0,566.0,4.0,638.0,2.0,539.0,1.0,619.0,5.0,632.0,1.0,608.0,5.0,612.0,5.0,608.0,4.0,0.4939759036144578,22.0,0.0
51,616.0,4.0,568.0,5.0,566.0,4.0,638.0,2.0,649.0,1.0,619.0,5.0,632.0,1.0,608.0,5.0,612.0,5.0,608.0,4.0,0.5060240963855421,22.0,0.0
52,616.0,4.0,568.0,5.0,668.0,4.0,638.0,2.0,649.0,1.0,619.0,5.0,632.0,1.0,608.0,5.0,612.0,5.0,608.0,4.0,0.5180722891566265,22.0,0.0
53,616.0,4.0,678.0,5.0,668.0,4.0,638.0,2.0,649.0,1.0,619.0,5.0,632.0,1.0,608.0,5.0,612.0,5.0,608.0,4.0,0.5301204819277109,22.0,4.0
54,616.0,4.0,678.0,5.0,668.0,4.0,638.0,2.0,649.0,1.0,619.0,5.0,632.0,1.0,718.0,5.0,612.0,5.0,608.0,4.0,0.5421686746987951,22.0,0.0
55,616.0,4.0,678.0,5.0,668.0,4.0,638.0,2.0,649.0,1.0,619.0,5.0,632.0,1.0,718.0,5.0,612.0,5.0,729.0,2.0,0.5542168674698795,22.0,0.0
56,616.0,4.0,678.0,5.0,668.0,4.0,638.0,2.0,649.0,1.0,619.0,5.0,632.0,1.0,718.0,5.0,724.0,4.0,729.0,2.0,0.5662650602409639,22.0,0.0
57,718.0,4.0,678.0,5.0,668.0,4.0,638.0,2.0,649.0,1.0,619.0,5.0,632.0,1.0,718.0,5.0,724.0,4.0,729.0,2.0,0.5783132530120482,22.0,0.0
58,718.0,4.0,678.0,5.0,668.0,4.0,638.0,2.0,649.0,1.0,731.0,4.0,632.0,1.0,718.0,5.0,724.0,4.0,729.0,2.0,0.5903614457831325,25.0,0.0
